from_country,to_country,weighted_points
de,nl,0.00273224043715847
de,de,0.0
de,se,0.0
de,at,0.0
de,be,0.0
it,lu,0.002688172043010753
it,gb,0.000641025641025641
it,ch,0.0020161290322580645
it,fr,0.0
it,dk,0.0
it,it,0.0
it,no,0.0
it,es,0.0
it,mc,0.0
it,fi,0.005952380952380952
it,nl,0.00546448087431694
it,de,0.0
it,se,0.0
it,at,0.0
it,be,0.0
lu,lu,0.0
lu,gb,0.005128205128205128
lu,ch,0.0
lu,fr,0.001201923076923077
lu,dk,0.0
lu,it,0.0
lu,no,0.0
lu,es,0.0
lu,mc,0.0
lu,fi,0.0
lu,nl,0.0
lu,de,0.0
lu,se,0.0
lu,at,0.0
lu,be,0.015873015873015872
mc,lu,0.0035842293906810036
mc,gb,0.0
mc,ch,0.0020161290322580645
mc,fr,0.002403846153846154
mc,dk,0.0
mc,it,0.0017730496453900709
mc,no,0.0
mc,es,0.0020161290322580645
mc,mc,0.0
mc,fi,0.0
mc,nl,0.0
mc,de,0.0
mc,se,0.0
mc,at,0.0
mc,be,0.0
nl,lu,0.0008960573476702509
nl,gb,0.0019230769230769232
nl,ch,0.0020161290322580645
nl,fr,0.0
nl,dk,0.0016666666666666668
nl,it,0.0017730496453900709
nl,no,0.0
nl,es,0.0020161290322580645
nl,mc,0.0
nl,fi,0.0
nl,nl,0.0
nl,de,0.0
nl,se,0.0
nl,at,0.0
nl,be,0.0
no,lu,0.0
no,gb,0.0
no,ch,0.0
no,fr,0.0
no,dk,0.013333333333333334
no,it,0.0
no,no,0.0
no,es,0.004032258064516129
no,mc,0.0
no,fi,0.0
no,nl,0.0
no,de,0.0
no,se,0.0
no,at,0.0
no,be,0.0
es,lu,0.0017921146953405018
es,gb,0.0019230769230769232
es,ch,0.0010080645161290322
es,fr,0.002403846153846154
es,dk,0.0
es,it,0.0
es,no,0.001639344262295082
es,es,0.0
es,mc,0.006944444444444444
es,fi,0.0
es,nl,0.0
es,de,0.0
es,se,0.0
es,at,0.0
es,be,0.0
se,lu,0.0008960573476702509
se,gb,0.0
se,ch,0.004032258064516129
se,fr,0.001201923076923077
se,dk,0.0033333333333333335
se,it,0.0
se,no,0.0
se,es,0.0020161290322580645
se,mc,0.0
se,fi,0.0
se,nl,0.0
se,de,0.005128205128205128
se,se,0.0
se,at,0.0
se,be,0.0
ch,lu,0.0008960573476702509
ch,gb,0.004487179487179487
ch,ch,0.0
ch,fr,0.0
ch,dk,0.0
ch,it,0.0
ch,no,0.0
ch,es,0.0
ch,mc,0.006944444444444444
ch,fi,0.0
ch,nl,0.0
ch,de,0.0
ch,se,0.0
ch,at,0.0
ch,be,0.0
gb,lu,0.0
gb,gb,0.0
gb,ch,0.0020161290322580645
gb,fr,0.002403846153846154
gb,dk,0.0
gb,it,0.0
gb,no,0.0
gb,es,0.0020161290322580645
gb,mc,0.006944444444444444
gb,fi,0.005952380952380952
gb,nl,0.0
gb,de,0.0
gb,se,0.0
gb,at,0.01818181818181818
gb,be,0.0
at,fr,0.001201923076923077
at,mc,0.009615384615384616
at,lu,0.0025252525252525255
at,gb,0.0
at,de,0.0
at,fi,0.0
at,se,0.0
at,it,0.0
at,dk,0.0
at,no,0.0
at,ch,0.0
at,be,
at,es,
at,at,
at,nl,
be,fr,0.001201923076923077
be,mc,0.0
be,lu,0.007575757575757576
be,gb,0.0
be,de,0.0
be,fi,0.0
be,se,0.0
be,it,0.0
be,dk,0.0
be,no,0.0
be,ch,0.0
be,be,
be,es,
be,at,
be,nl,
dk,fr,0.0
dk,mc,0.0
dk,lu,0.0
dk,gb,0.003076923076923077
dk,de,0.0017094017094017094
dk,fi,0.0
dk,se,0.012096774193548387
dk,it,0.0
dk,dk,0.0
dk,no,0.0
dk,ch,0.0
dk,be,
dk,es,
dk,at,
dk,nl,
fi,fr,0.0
fi,mc,0.0
fi,lu,0.0
fi,gb,0.004615384615384616
fi,de,0.003418803418803419
fi,fi,0.0
fi,se,0.0
fi,it,0.0
fi,dk,0.0
fi,no,0.0
fi,ch,0.0
fi,be,
fi,es,
fi,at,
fi,nl,
fr,fr,0.0
fr,mc,0.003205128205128205
fr,lu,0.0
fr,gb,0.0
fr,de,0.0
fr,fi,0.0
fr,se,0.0
fr,it,0.0
fr,dk,0.0
fr,no,0.01639344262295082
fr,ch,0.0
fr,be,
fr,es,
fr,at,
fr,nl,
de,fr,0.0018028846153846155
de,mc,0.003205128205128205
de,lu,0.0
de,gb,0.0
de,de,0.0
de,fi,0.0
de,se,0.0
de,it,0.0
de,dk,0.0
de,no,0.0
de,ch,0.016129032258064516
de,be,
de,es,
de,at,
de,nl,
it,fr,0.001201923076923077
it,mc,0.0
it,lu,0.0
it,gb,0.0
it,de,0.0
it,fi,0.0
it,se,0.0
it,it,0.0
it,dk,0.01
it,no,0.0
it,ch,0.0
it,be,
it,es,
it,at,
it,nl,
lu,fr,0.0006009615384615385
lu,mc,0.009615384615384616
lu,lu,0.0
lu,gb,0.0
lu,de,0.0
lu,fi,0.0
lu,se,0.0
lu,it,0.014184397163120567
lu,dk,0.0
lu,no,0.0
lu,ch,0.0
lu,be,
lu,es,
lu,at,
lu,nl,
mc,fr,0.0006009615384615385
mc,mc,0.0
mc,lu,0.007575757575757576
mc,gb,0.0
mc,de,0.003418803418803419
mc,fi,0.0
mc,se,0.0
mc,it,0.0
mc,dk,0.0
mc,no,0.0
mc,ch,0.0
mc,be,
mc,es,
mc,at,
mc,nl,
nl,fr,0.0
nl,mc,0.009615384615384616
nl,lu,0.0
nl,gb,0.0
nl,de,0.003418803418803419
nl,fi,0.0
nl,se,0.004032258064516129
nl,it,0.0
nl,dk,0.0
nl,no,0.0
nl,ch,0.0
nl,be,
nl,es,
nl,at,
nl,nl,
no,fr,0.0018028846153846155
no,mc,0.00641025641025641
no,lu,0.0
no,gb,0.0
no,de,0.0
no,fi,0.004464285714285714
no,se,0.0
no,it,0.0
no,dk,0.0
no,no,0.0
no,ch,0.0
no,be,
no,es,
no,at,
no,nl,
es,fr,0.001201923076923077
es,mc,0.0
es,lu,0.007575757575757576
es,gb,0.0015384615384615385
es,de,0.0
es,fi,0.0
es,se,0.0
es,it,0.0
es,dk,0.0
es,no,0.0
es,ch,0.0
es,be,
es,es,
es,at,
es,nl,
se,fr,0.0018028846153846155
se,mc,0.0
se,lu,0.0
se,gb,0.0
se,de,0.0
se,fi,0.0
se,se,0.0
se,it,0.0
se,dk,0.01
se,no,0.0
se,ch,0.0
se,be,
se,es,
se,at,
se,nl,
ch,fr,0.0018028846153846155
ch,mc,0.0
ch,lu,0.0025252525252525255
ch,gb,0.003076923076923077
ch,de,0.0
ch,fi,0.0
ch,se,0.0
ch,it,0.0
ch,dk,0.0
ch,no,0.0
ch,ch,0.0
ch,be,
ch,es,
ch,at,
ch,nl,
gb,fr,0.0006009615384615385
gb,mc,0.0
gb,lu,0.0
gb,gb,0.0
gb,de,0.003418803418803419
gb,fi,0.013392857142857142
gb,se,0.0
gb,it,0.0
gb,dk,0.0
gb,no,0.0
gb,ch,0.0
gb,be,
gb,es,
gb,at,
gb,nl,
at,dk,0.0014285714285714286
at,ch,0.0020161290322580645
at,it,0.0
at,gb,0.0
at,fr,0.00125
at,mc,0.0016666666666666668
at,at,0.0
at,lu,0.0
at,de,0.0
at,be,0.015873015873015872
at,es,0.0
at,nl,
at,no,
at,fi,
at,se,
be,dk,0.002380952380952381
be,ch,0.0016129032258064516
be,it,0.0017251293847038527
be,gb,0.0
be,fr,0.000625
be,mc,0.0
be,at,0.0022727272727272726
be,lu,0.0
be,de,0.0
be,be,0.0
be,es,0.0
be,nl,
be,no,
be,fi,
be,se,
dk,dk,0.0
dk,ch,0.0016129032258064516
dk,it,0.002875215641173088
dk,gb,0.0016483516483516484
dk,fr,0.0
dk,mc,0.0
dk,at,0.0011363636363636363
dk,lu,0.004273504273504274
dk,de,0.0
dk,be,0.0
dk,es,0.0
dk,nl,
dk,no,
dk,fi,
dk,se,
fi,dk,0.002380952380952381
fi,ch,0.0
fi,it,0.0011500862564692352
fi,gb,0.0016483516483516484
fi,fr,0.0
fi,mc,0.0
fi,at,0.004545454545454545
fi,lu,0.002136752136752137
fi,de,0.0
fi,be,0.0
fi,es,0.0
fi,nl,
fi,no,
fi,fi,
fi,se,
fr,dk,0.0
fr,ch,0.0
fr,it,0.0
fr,gb,0.0016483516483516484
fr,fr,0.0
fr,mc,0.008333333333333333
fr,at,0.0022727272727272726
fr,lu,0.008547008547008548
fr,de,0.0
fr,be,0.0
fr,es,0.0
fr,nl,
fr,no,
fr,fi,
fr,se,
de,dk,0.0009523809523809524
de,ch,0.0016129032258064516
de,it,0.0
de,gb,0.0
de,fr,0.000625
de,mc,0.008333333333333333
de,at,0.0
de,lu,0.00641025641025641
de,de,0.0
de,be,0.0
de,es,0.0
de,nl,
de,no,
de,fi,
de,se,
it,dk,0.0009523809523809524
it,ch,0.0020161290322580645
it,it,0.0
it,gb,0.0
it,fr,0.0025
it,mc,0.005
it,at,0.0
it,lu,0.002136752136752137
it,de,0.0
it,be,0.0
it,es,0.0
it,nl,
it,no,
it,fi,
it,se,
lu,dk,0.002380952380952381
lu,ch,0.0012096774193548388
lu,it,0.0023001725129384704
lu,gb,0.0
lu,fr,0.000625
lu,mc,0.0033333333333333335
lu,at,0.0
lu,lu,0.0
lu,de,0.0
lu,be,0.0
lu,es,0.0
lu,nl,
lu,no,
lu,fi,
lu,se,
mc,dk,0.0
mc,ch,0.0016129032258064516
mc,it,0.002875215641173088
mc,gb,0.0005494505494505495
mc,fr,0.00125
mc,mc,0.0
mc,at,0.0
mc,lu,0.0
mc,de,0.009230769230769232
mc,be,0.0
mc,es,0.0
mc,nl,
mc,no,
mc,fi,
mc,se,
nl,dk,0.002380952380952381
nl,ch,0.0
nl,it,0.0005750431282346176
nl,gb,0.0016483516483516484
nl,fr,0.0025
nl,mc,0.0033333333333333335
nl,at,0.0
nl,lu,0.0
nl,de,0.0
nl,be,0.0
nl,es,0.0
nl,nl,
nl,no,
nl,fi,
nl,se,
no,dk,0.0019047619047619048
no,ch,0.0004032258064516129
no,it,0.0017251293847038527
no,gb,0.0027472527472527475
no,fr,0.0
no,mc,0.0
no,at,0.0
no,lu,0.0
no,de,0.006153846153846154
no,be,0.0
no,es,0.0
no,nl,
no,no,
no,fi,
no,se,
es,dk,0.0
es,ch,0.0016129032258064516
es,it,0.0017251293847038527
es,gb,0.0027472527472527475
es,fr,0.000625
es,mc,0.0
es,at,0.0
es,lu,0.0
es,de,0.0
es,be,0.0
es,es,0.0
es,nl,
es,no,
es,fi,
es,se,
se,dk,0.002380952380952381
se,ch,0.0004032258064516129
se,it,0.0
se,gb,0.001098901098901099
se,fr,0.0
se,mc,0.006666666666666667
se,at,0.003409090909090909
se,lu,0.0
se,de,0.0
se,be,0.0
se,es,0.0
se,nl,
se,no,
se,fi,
se,se,
ch,dk,0.0014285714285714286
ch,ch,0.0
ch,it,0.002875215641173088
ch,gb,0.0
ch,fr,0.0025
ch,mc,0.0016666666666666668
ch,at,0.0
ch,lu,0.004273504273504274
ch,de,0.0
ch,be,0.0
ch,es,0.0
ch,nl,
ch,no,
ch,fi,
ch,se,
gb,dk,0.0014285714285714286
gb,ch,0.0020161290322580645
gb,it,0.0011500862564692352
gb,gb,0.0
gb,fr,0.0
gb,mc,0.0016666666666666668
gb,at,0.004545454545454545
gb,lu,0.0
gb,de,0.0
gb,be,0.0
gb,es,0.0
gb,nl,
gb,no,
gb,fi,
gb,se,
at,it,0.0021710811984368217
at,gb,0.0009049773755656109
at,mc,0.0
at,lu,0.0
at,fr,0.0033482142857142855
at,at,0.0
at,fi,0.0
at,no,0.0
at,dk,0.0
at,nl,0.0
at,be,0.0
at,es,0.0
at,de,
at,pt,
at,ch,
be,it,0.0021710811984368217
be,gb,0.0
be,mc,0.008333333333333333
be,lu,0.0
be,fr,0.0
be,at,0.001652892561983471
be,fi,0.0
be,no,0.0
be,dk,0.0
be,nl,0.0
be,be,0.0
be,es,0.0
be,de,
be,pt,
be,ch,
dk,it,0.0
dk,gb,0.0
dk,mc,0.0
dk,lu,0.0
dk,fr,0.0
dk,at,0.0
dk,fi,0.005952380952380952
dk,no,0.01366120218579235
dk,dk,0.0
dk,nl,0.00819672131147541
dk,be,0.0
dk,es,0.0
dk,de,
dk,pt,
dk,ch,
fi,it,0.0021710811984368217
fi,gb,0.0027149321266968325
fi,mc,0.0
fi,lu,0.0
fi,fr,0.0
fi,at,0.0
fi,fi,0.0
fi,no,0.00273224043715847
fi,dk,0.0
fi,nl,0.0
fi,be,0.0
fi,es,0.0
fi,de,
fi,pt,
fi,ch,
fr,it,0.0
fr,gb,0.0009049773755656109
fr,mc,0.013888888888888888
fr,lu,0.005952380952380952
fr,fr,0.0
fr,at,0.0
fr,fi,0.0
fr,no,0.0
fr,dk,0.0
fr,nl,0.0
fr,be,0.0
fr,es,0.0
fr,de,
fr,pt,
fr,ch,
de,it,0.0013026487190620929
de,gb,0.0009049773755656109
de,mc,0.0
de,lu,0.00992063492063492
de,fr,0.0
de,at,0.0
de,fi,0.0
de,no,0.0
de,dk,0.0
de,nl,0.0
de,be,0.0
de,es,0.0
de,de,
de,pt,
de,ch,
it,it,0.0
it,gb,0.0
it,mc,0.0
it,lu,0.005952380952380952
it,fr,0.0
it,at,0.008264462809917356
it,fi,0.0
it,no,0.0
it,dk,0.0
it,nl,0.0
it,be,0.0
it,es,0.016129032258064516
it,de,
it,pt,
it,ch,
lu,it,0.0021710811984368217
lu,gb,0.0
lu,mc,0.008333333333333333
lu,lu,0.0
lu,fr,0.0011160714285714285
lu,at,0.0
lu,fi,0.0
lu,no,0.0
lu,dk,0.0
lu,nl,0.0
lu,be,0.0
lu,es,0.0
lu,de,
lu,pt,
lu,ch,
mc,it,0.0013026487190620929
mc,gb,0.0
mc,mc,0.0
mc,lu,0.0
mc,fr,0.005580357142857143
mc,at,0.0
mc,fi,0.0
mc,no,0.0
mc,dk,0.0
mc,nl,0.0
mc,be,0.007936507936507936
mc,es,0.0
mc,de,
mc,pt,
mc,ch,
nl,it,0.0021710811984368217
nl,gb,0.0009049773755656109
nl,mc,0.0
nl,lu,0.005952380952380952
nl,fr,0.0
nl,at,0.0
nl,fi,0.0
nl,no,0.0
nl,dk,0.0
nl,nl,0.0
nl,be,0.0
nl,es,0.0
nl,de,
nl,pt,
nl,ch,
no,it,0.0
no,gb,0.004524886877828055
no,mc,0.0
no,lu,0.0
no,fr,0.0
no,at,0.0
no,fi,0.005952380952380952
no,no,0.0
no,dk,0.005
no,nl,0.0
no,be,0.0
no,es,0.0
no,de,
no,pt,
no,ch,
pt,it,0.0021710811984368217
pt,gb,0.0
pt,mc,0.0
pt,lu,0.0
pt,fr,0.0033482142857142855
pt,at,0.0
pt,fi,0.0
pt,no,0.0
pt,dk,0.0
pt,nl,0.0
pt,be,0.007936507936507936
pt,es,0.0
pt,de,
pt,pt,
pt,ch,
es,it,0.0
es,gb,0.0
es,mc,0.0
es,lu,0.0
